id,Headline,Date,Year,Newspaper,sentiment_label,sentiment_score
11318,Flitsen,2022-09-13,2022,AD/Algemeen Dagblad,NEU,-0.17676149334026722
11319,Flitsen,2016-06-13,2016,AD/Algemeen Dagblad,NEG,-0.795791818139974
11320,Flitsen,2024-10-10,2024,AD/Algemeen Dagblad,NEU,0.06612023100418853
11321,Flitsen,2018-12-08,2018,AD/Algemeen Dagblad,POS,0.48492104838290273
11322,Flitsgevaar,2019-11-30,2019,de Volkskrant,NEG,-0.5949716469011065
11323,Flixbus wil met camera's drugssmokkel bestrijden,2018-01-26,2018,de Volkskrant,NEG,-0.33623639578413417
11324,Flutletter,2021-11-20,2021,de Volkskrant,NEG,-0.46406116263024527
11325,Fluweel,2015-11-26,2015,de Volkskrant,NEU,0.16355692846462494
11326,Fluwelen aanpak van Koenders valt slecht; Kamer ongerust over slappe houding tegen Venezuela,2015-06-05,2015,De Telegraaf,NEG,-0.5693462661916266
11327,Fly like paper,2018-06-08,2018,de Volkskrant,NEG,-0.7632637901253606
11328,FNV: de lage lonen en tijdelijke contracten Schiphol crimineel risico,2024-05-28,2024,AD/Algemeen Dagblad,NEG,-0.7733355188179585
11329,Focus op Nederland; Peter van der Vorst ziet weer sterren,2015-09-30,2015,De Telegraaf,NEG,-0.911083015843619
11330,Fokkerijen als dekmantel; Paardenbranche uitermate lucratief voor criminelen om drugsvermogens te kunnen witwassen,2022-11-23,2022,De Telegraaf,NEU,-0.17456134885646274
11331,Folders dekmantel drugslaboratorium,2018-06-15,2018,De Telegraaf,NEG,-0.7112300697061151
11332,Folk in de regen,2015-09-07,2015,de Volkskrant,NEU,-0.17854262355415304
11333,Folteraars bestempelen hun daden als 'NK pedo schoppen',2018-01-23,2018,AD/Algemeen Dagblad,NEG,-0.925743757566276
11334,Fondamentalisme,2018-08-23,2018,de Volkskrant,POS,0.5784598496992032
11335,"Fontein van Bernini, vol flessen en urine",2015-02-21,2015,de Volkskrant,NEG,-0.791070469946074
11336,Fookin' brilliant,2015-02-28,2015,de Volkskrant,NEG,-0.3825975578246587
11337,For Free â˜…â˜…â˜…â˜…â˜†,2021-07-30,2021,de Volkskrant,POS,0.5990104922227376
11338,Ford en Starbucks blinken uit,2019-04-26,2019,De Telegraaf,POS,0.602881055182893
11339,Forellen 'verslaafd' aan drugsresten in rivierwater,2021-07-08,2021,AD/Algemeen Dagblad,NEG,-0.8311522998997862
11340,Forellen kunnen niet zonder meth,2021-07-08,2021,De Telegraaf,NEG,-0.7985151847588431
11341,Forensisch neushoorns redden,2020-01-11,2020,de Volkskrant,NEG,-0.7779559945525041
11342,Forensische speurneuzen zijn straks veel sneller,2019-06-13,2019,AD/Algemeen Dagblad,POS,0.9834783642374548
11343,Forever Frank,2018-04-30,2018,de Volkskrant,NEG,-0.7373092415540615
11344,Forever this young,2022-04-05,2022,de Volkskrant,NEG,-0.7240278692024922
11345,Format,2021-10-16,2021,De Telegraaf,NEG,-0.584721481418098
11346,Formatie laat de behoefte aan een hogere kiesdrempel zien,2025-12-13,2025,AD/Algemeen Dagblad,NEG,-0.8535568393877492
11347,Formeel geen levens in gevaar gebracht,2018-05-09,2018,de Volkskrant,NEG,-0.8047059201697098
11348,Fors geschapen porno-acteur John Holmes,2023-03-14,2023,De Telegraaf,NEG,-0.6704802998835027
11349,Fors meer gokcafés dicht in Amsterdam,2016-01-21,2016,AD/Algemeen Dagblad,NEG,-0.65488559658505
11350,Fors meer politie in Molenbeek,2016-02-06,2016,AD/Algemeen Dagblad,NEU,-0.18126298807819075
11351,Fors meer snelheidsduivels verplicht op cursus bij CBR,2024-12-27,2024,AD/Algemeen Dagblad,NEG,-0.8313773118410704
11352,Forse celstraffen voor mislukte moordpoging op advocaat Schol,2022-02-23,2022,de Volkskrant,NEG,-0.9183342981211003
11353,Forse eis OM voor liquidatie Nieuwegein,2019-03-08,2019,De Telegraaf,NEG,-0.8036933216078466
11354,Forse eisen tegen drugswassers,2021-12-15,2021,AD/Algemeen Dagblad,NEG,-0.205929433198145
11355,Forse kritiek op  direct ontslag  drugsmilitair,2015-07-09,2015,De Telegraaf,NEG,-0.34645453769964757
11356,Forse kritiek op OM rond afpersingszaak fruithandel,2021-06-23,2021,AD/Algemeen Dagblad,NEG,-0.7923236700796179
11357,Forse kritiek op proef wietteelt,2018-04-05,2018,de Volkskrant,NEG,-0.6866883326662755
11358,Forse oogst bij fouilleren,2021-05-19,2021,De Telegraaf,POS,0.4749964015110881
11359,Forse strafeisen drugsbende,2016-03-09,2016,De Telegraaf,NEG,-0.6313245956507901
11360,Forse strafeisen voor 'kliko-moord',2016-04-20,2016,De Telegraaf,NEG,-0.8566803822739548
11361,Forse strafeisen voor drugsdelicten,2023-10-26,2023,AD/Algemeen Dagblad,NEG,-0.791875853976258
11362,Forse toename drankrijders; SWOV: voor het eerst sinds 2002,2021-07-22,2021,De Telegraaf,NEG,-0.7093455665286781
11363,Forse toename huiselijk geweld in Vlaardingen,2020-11-05,2020,De Telegraaf,NEG,-0.955178245368296
11364,"Forse uitval in het mbo, maar deze school weet het tij te keren",2025-05-28,2025,de Volkskrant,NEU,0.0011569278011987643
11365,Forse vertraging mega-drugszaak,2018-01-30,2018,De Telegraaf,NEG,-0.9737742208303778
11366,Fort Europa klaar voor D-day,2015-05-28,2015,AD/Algemeen Dagblad,NEG,-0.6099397969980141
11367,Fort Rotterdam; Grote partijen cocaïne via schepen Nederland binnen krijgen wordt voor criminelen steeds lastiger,2025-01-24,2025,De Telegraaf,NEG,-0.36057735555277043
11368,Fortuin aan coke tussen bananen,2017-01-14,2017,AD/Algemeen Dagblad,NEU,-0.12293333194307925
11369,Fortuin gezocht,2017-12-11,2017,De Telegraaf,NEG,-0.6499314127326241
11370,Forum handhaaft 'drugs-kandidaat'; Van E. veroordeeld voor mishandeling,2021-11-11,2021,De Telegraaf,NEG,-0.7458832830880041
11371,Foto gezochte Duitser gaat viral,2019-07-04,2019,AD/Algemeen Dagblad,NEG,-0.8832125985917412
11372,Foto Hans Wijers,2018-11-12,2018,De Telegraaf,NEG,-0.8765384133798066
11373,Fotoboek: daklozen tijdens corona,2020-09-11,2020,De Telegraaf,POS,0.6174172693780648
11374,Fotograaf Nan Goldin biedt met haar diashows in het Stedelijk Museum een onvergetelijke ervaring. â˜…â˜…â˜…â˜…â˜…,2023-10-09,2023,de Volkskrant,NEG,-0.801621947677987
11375,Fotograaf van de achterkant,2019-09-11,2019,de Volkskrant,NEG,-0.9293530444898029
11376,Fotomuseum toont het onverbiddelijke oog van Paul Blanca,2022-07-23,2022,AD/Algemeen Dagblad,NEG,-0.901649050324679
11377,Fotoserie over een verslaafde buurman,2017-11-28,2017,De Telegraaf,NEG,-0.903429930364708
11378,Fouilleeracties in Wallengebied,2025-09-12,2025,De Telegraaf,NEG,-0.8925087255490415
11379,Fouilleeracties nodig in stad,2018-08-31,2018,De Telegraaf,POS,0.8972369344761609
11380,Fouilleeracties op de Wallen,2025-09-12,2025,De Telegraaf,NEG,-0.8953093014876908
11381,Fouilleren bewijst nut,2015-08-18,2015,De Telegraaf,NEG,-0.7653204344730786
11382,Fout afgestraft in vonnis; Blunder OM: lagere straf voor schutter die Bas van Wijk doodde,2021-05-19,2021,De Telegraaf,NEG,-0.8054158158063709
11383,Fout geld; 'Good people',2015-02-26,2015,De Telegraaf,NEG,-0.7213939306007815
11384,Fout op fout rond dader,2017-12-16,2017,De Telegraaf,NEG,-0.6735305441720535
11385,Fout op fout rond dood Sharleyne,2016-05-27,2016,De Telegraaf,NEG,-0.9622506883661611
11386,Foute advocaten keihard aanpakken,2022-10-06,2022,De Telegraaf,NEG,-0.5473028029927848
11387,Foute alcohol nekt toeristen in en rond Cancun,2017-08-02,2017,De Telegraaf,NEG,-0.9286459298464895
11388,Foute banken hebben witwastraditie,2017-03-22,2017,de Volkskrant,NEG,-0.30644328890136463
11389,foute Bijvangst supercontrole,2024-04-16,2024,De Telegraaf,NEG,-0.9550695433167629
11390,"Foute pakken, lage streken",2017-04-11,2017,De Telegraaf,NEG,-0.675444200616923
11391,Foute shishalounge door gemeente gesloten,2017-11-22,2017,De Telegraaf,NEG,-0.697735256378208
11392,Foute Venezolaanse oliebaron in de boeien; Tientallen bankrekeningen en feestjes op Aruba,2015-12-27,2015,De Telegraaf,NEG,-0.5979141681625405
11393,Foute vriend VS ging te ver,2017-05-31,2017,de Volkskrant,NEG,-0.4533263009872248
11394,Foute vrienden,2016-12-15,2016,De Telegraaf,NEG,-0.6429541617372988
11395,Foute zaakjes of voetbal: dit blijven broeders,2025-01-11,2025,AD/Algemeen Dagblad,NEG,-0.47006375989994986
11396,Fox over de grens; Tal van buitenlandse series in uitzendschema,2016-01-15,2016,De Telegraaf,POS,0.4983164654466772
11397,Foxcatcher ***,2015-02-19,2015,de Volkskrant,NEG,-0.5007288404484057
11398,Föld is 37 jaar na de première nog altijd een ware uitputtingsslag voor dansers,2022-05-09,2022,de Volkskrant,NEG,-0.5032837499193825
11399,"Fraai decor, maar de bouwers voelen zich belazerd",2016-03-11,2016,de Volkskrant,NEG,-0.8500625354205684
11400,Fraai Rotterdams,2018-09-17,2018,de Volkskrant,POS,0.7847810948271878
11401,Fragiel resultaat na 10 jaar NPRZ; Aboutaleb: 'Ik had gehoopt verder te zijn',2022-07-12,2022,De Telegraaf,POS,0.49363029602009134
11402,Frank en vrij,2016-08-29,2016,De Telegraaf,NEG,-0.916794490896355
11403,Frank en vrij,2015-08-22,2015,De Telegraaf,NEG,-0.7014877137543191
11404,Frank Lammers is weer hélemaal slechte Ferry,2021-11-20,2021,AD/Algemeen Dagblad,NEG,-0.5002894283679453
11405,Frank Masmeijer mag cel niet uit; Sandra: 'Voorlopig geen bezoek',2020-03-25,2020,De Telegraaf,NEG,-0.9533165732602811
11406,Frank Masmeijer VERLIEFD de cel uit; Met Amsterdamse Anita begint hij aan zijn vrije leven,2020-09-02,2020,De Telegraaf,POS,0.4544154901705956
11407,Frank Masmeijer weer niet naar België: dinsdag vonnis,2018-11-07,2018,De Telegraaf,POS,0.21326964243480728
11408,Frank Masmeijer: 'Dit is een enorme tegenvaller'; Voorlopig nog geen vrijheid voor ex-showmaster,2021-02-23,2021,De Telegraaf,NEG,-0.8998400180524427
11409,Frank Masmeijer: BARST nu zijn huwelijk?,2016-07-28,2016,De Telegraaf,NEG,-0.8496711027816551
11410,Frank Y. blijft vast na ’ongeluk’,2020-04-24,2020,De Telegraaf,NEG,-0.9870360634635876
11411,... Frankrijk in 1996 de grenzen sloot voor 'narcostaat' Nederland,2024-09-16,2024,de Volkskrant,NEU,-0.10692964320704502
11412,Frankrijk laat zien dat we socialemediaplatforms wel degelijk kunnen aanpakken,2024-09-04,2024,de Volkskrant,POS,0.7814260248326907
11413,Frankrijk,2016-06-22,2016,De Telegraaf,NEG,-0.9823631154249913
11414,Frankrijk: 200 ergste criminelen eigen bajes,2025-04-03,2025,De Telegraaf,POS,0.5147323085131262
11415,Frankrijk: geen bus en tram meer na 21.00 uur om rellen te stoppen,2023-07-01,2023,AD/Algemeen Dagblad,NEG,-0.8429501709441817
11416,Franks GALGENMAAL met de drie vrouwen van zijn leven,2018-11-14,2018,De Telegraaf,NEG,-0.8573798108873822
11417,Franny (**),2016-04-21,2016,de Volkskrant,NEG,-0.9896810980289963
11418,Frans en Mariska vieren TIEN JAAR huwelijk,2018-05-12,2018,De Telegraaf,NEG,-0.8365845544920065
11419,Frans Meijer met zoon terug op het roverspad?,2019-01-05,2019,AD/Algemeen Dagblad,NEG,-0.6698565979888876
11420,Franse 'babygangsters' maken  gewelddadig rapnummer,2015-03-04,2015,De Telegraaf,NEG,-0.782860134737351
11421,Franse 'moordgraaf' kan overal wonen: OOK NAAST U!; Xavier Dupont de Ligonnès verdween spoorloos na gezinsdrama,2021-01-27,2021,De Telegraaf,NEG,-0.7570006510965136
11422,Franse angst terug na half jaar rust,2018-03-24,2018,de Volkskrant,NEG,-0.7412893114110292
11423,Franse cinema glorieert in Cannes,2015-05-26,2015,AD/Algemeen Dagblad,NEU,-0.014759764749245187
11424,Franse condooms gratis om hiv terug te dringen,2018-11-28,2018,de Volkskrant,POS,0.4377932611233068
11425,Franse drugsdealers bieden stadje gratis kinderfeestjes en financiële hulp aan,2025-08-09,2025,de Volkskrant,POS,0.9399138975349468
11426,Franse drugsverdachten 'bevrijd' door extreemrechts,2015-11-03,2015,AD/Algemeen Dagblad,POS,0.22968069984782355
11427,Franse jeugd ontspoort; Drugsgerelateerd bendegeweld escaleert,2024-11-09,2024,De Telegraaf,NEG,-0.6892044355513985
11428,Franse kiezers zijn het spoor bijster Leegstand plus wanhoop,2017-04-08,2017,AD/Algemeen Dagblad,NEG,-0.8010660934028484
11429,Franse klopjacht op 'sneeuwsnuivers',2018-02-12,2018,AD/Algemeen Dagblad,NEG,-0.7073278763349539
11430,Franse missie in Mali ter discussie; 'Dreiging in de Sahel is gevaar voor Europa',2021-01-16,2021,De Telegraaf,NEG,-0.6865169511565248
11431,Franse politie crasht derde ultrasnelle wagen in jaartje,2023-11-14,2023,AD/Algemeen Dagblad,NEG,-0.6933415418577301
11432,Franse politie: 'Hasna heeft zich niet opgeblazen',2015-11-21,2015,AD/Algemeen Dagblad,NEG,-0.843779446146238
11433,Fransen de straat op uit protest tegen niet vervolgen van man die Joodse vrouw doodde,2021-04-26,2021,de Volkskrant,NEG,-0.8901626195698453
11434,"Fransen hebben respect voor rebellie, maar dit ging te ver",2015-10-07,2015,de Volkskrant,NEG,-0.483215889074067
11435,Fransen jagen op gevluchte dader,2015-11-16,2015,AD/Algemeen Dagblad,NEG,-0.7752321712754552
11436,Fransen zijn dol op Amsterdamse bar,2024-11-09,2024,AD/Algemeen Dagblad,POS,0.7207838186102641
11437,Frau Antjeeeuwig jong; Zestigjarig kaasmeisje blijft ijzersterk merk in Duitsland,2021-01-16,2021,De Telegraaf,POS,0.6130388404668964
11438,Freaky kleurplaat van de contouren van het leven,2016-10-01,2016,de Volkskrant,POS,0.6347573795651275
11439,Fred van Leer: 'Ik heb de video zelf niet gezien'; Populaire stylist vertelt over de heftige week die zijn leven volledig op z'n kop heeft gezet,2020-11-06,2020,De Telegraaf,NEG,-0.7818882597433277
11440,Freddie blijft eeuwig jong; Stilstaan bij dertigste sterfdag flamboyante Queen-zanger,2021-11-24,2021,De Telegraaf,POS,0.6921587118137397
11441,Freejazz op film,2016-02-11,2016,de Volkskrant,NEG,-0.6607930774104893
11442,Freeman overtuigt als gecorrumpeerde agent,2023-02-13,2023,AD/Algemeen Dagblad,NEG,-0.984176297931982
11443,Frenkie P. wil af van tralies,2020-08-18,2020,De Telegraaf,NEG,-0.7419197677240679
11444,Frequentie,2021-09-25,2021,De Telegraaf,NEU,0.008281400641889498
11445,Fresh Young Gods **,2015-10-26,2015,de Volkskrant,POS,0.3526764953950726
11446,Fresh Young Gods,2015-11-21,2015,De Telegraaf,POS,0.9355135563193093
11447,Frick Show,2024-07-01,2024,de Volkskrant,NEG,-0.9606064434677787
11448,FRIDAY gaat alsnog gas geven; Plaat '2 degrees' als een strik om rare eerste jaren,2022-04-15,2022,De Telegraaf,NEU,0.02073279809213724
11449,Friese drugsclan opgesloten; Vijf familieleden verdacht van het organiseren van drugstransporten,2024-08-07,2024,De Telegraaf,NEG,-0.7123966638178498
11450,Friezen en christenen in een artikel beschimpt,2016-10-22,2016,de Volkskrant,NEG,-0.8467822029968826
11451,fris zonder suiker II Maak liever eerst werk van drugsbestrijding,2018-09-01,2018,AD/Algemeen Dagblad,NEG,-0.26636089677194347
11452,Frisdrankverslaving,2020-05-13,2020,De Telegraaf,NEG,-0.8851537501936523
11453,Frisse actiefilm,2016-04-19,2016,de Volkskrant,NEU,0.14977219465336533
11454,Frisse lucht,2021-01-15,2021,de Volkskrant,POS,0.4187673792043404
11455,Frisse plaat behoort tot beste werk van Guus Meeuwis,2023-09-16,2023,AD/Algemeen Dagblad,NEG,-0.4295905829319559
11456,Frisse wind door drank& drugs,2018-02-24,2018,De Telegraaf,POS,0.3580230510208759
11457,Frits van Eerd al in 2014 verdacht van witwassen,2024-06-29,2024,AD/Algemeen Dagblad,NEG,-0.567307985778692
11458,Frits van Eerd: gewiekste boef of naïeve hobbyist?,2025-08-07,2025,AD/Algemeen Dagblad,NEG,-0.7682871669381564
11459,Frivool; Londen,2015-09-22,2015,De Telegraaf,NEG,-0.6517572080558426
11460,From India with love,2019-11-30,2019,de Volkskrant,NEU,0.19051833568747767
11461,From Sammy with Love (**),2017-12-01,2017,de Volkskrant,POS,0.6202440913867554
11462,Frontale aanval op abortus in VS,2019-05-10,2019,de Volkskrant,NEG,-0.3766451401047566
11463,Frontex is veerpontje voor migrant,2016-07-09,2016,De Telegraaf,NEG,-0.63229986917584
11464,Frontman van Foo Fighters verliest voor tweede keer een boezemvriend,2022-03-28,2022,AD/Algemeen Dagblad,NEU,-0.12954579630324564
11465,Froome krijgt steun van dopingonderzoekers,2018-05-09,2018,de Volkskrant,NEG,-0.5987084465255331
11466,Froomes pufje,2017-12-15,2017,de Volkskrant,NEG,-0.8782099420178
11467,Fruitbranche bang voor coke,2018-07-28,2018,De Telegraaf,NEG,-0.7300118652268139
11468,Fruithandel bedreigd,2016-11-26,2016,De Telegraaf,NEG,-0.762073110687981
11469,Fruithandelaar in greep van maffia; Ellende na vondst 400 kilo coke tussen bananen,2021-01-07,2021,De Telegraaf,NEG,-0.5836035004907459
11470,Frustratie bij huisuitzettingen,2022-04-16,2022,AD/Algemeen Dagblad,NEG,-0.5602548793183699
11471,Frustrerende franje; 'Schone handen',2015-09-10,2015,De Telegraaf,NEG,-0.9064849584976737
11472,"Fuck de Hollandse School, het moet vuig",2015-09-21,2015,AD/Algemeen Dagblad,NEG,-0.9495870963775591
11473,"Fuck is verboden, maar f**k mag wel",2024-07-20,2024,de Volkskrant,NEU,-0.03691565196910785
11474,Fuck,2015-05-09,2015,de Volkskrant,NEG,-0.8552922577154753
11475,Fucking ironie,2015-07-08,2015,de Volkskrant,NEG,-0.6859164390610517
11476,Full of Grace,2016-05-31,2016,de Volkskrant,POS,0.20608398021399957
11477,Full of Hell - TRUMPETING ECSTASY (****),2017-05-19,2017,de Volkskrant,NEU,0.1521363185525429
11478,FunX: jong en fris in de stad,2018-06-27,2018,AD/Algemeen Dagblad,POS,0.4345412303633889
11479,Fury geeft zijn titels terug,2016-10-14,2016,AD/Algemeen Dagblad,POS,0.212475808356477
11480,Fury manisch-depressief,2016-10-06,2016,AD/Algemeen Dagblad,POS,0.7631043139009052
11481,Fury verovert wereldtitel in zwaargewicht,2020-02-24,2020,de Volkskrant,NEG,-0.3731082853043933
11482,Future - DS2 ***,2015-07-29,2015,de Volkskrant,POS,0.29646696060026234
11483,FvD'er mag aanblijven na drugsgeweld,2021-11-11,2021,De Telegraaf,NEG,-0.7853642768692884
11484,FVD wil af van azc's; Partij grijpt moord aan voor grote postercampagne,2025-09-11,2025,De Telegraaf,NEG,-0.9224545888114465
11485,Ga écht investeren in personeel tbs-klinieken,2018-10-02,2018,AD/Algemeen Dagblad,NEG,-0.8744411351555325
11486,Ga effe lekker ergens anders in de weg staan!,2019-06-22,2019,de Volkskrant,NEG,-0.7999221024422999
11487,Ga je beter autorijden naarmate je ouder wordt?,2020-03-28,2020,de Volkskrant,NEG,-0.7511643383653399
11488,Ga je van epo nu wel of niet harder fietsen?,2016-02-17,2016,AD/Algemeen Dagblad,POS,0.2685537681443513
11489,"Ga naar huis, vraagt maker van hitserie over Baltimore",2015-04-29,2015,de Volkskrant,NEG,-0.7895029127259409
11490,"Ga nooit, ik herhaal nooit, in zee met de AIVD",2019-06-08,2019,de Volkskrant,NEG,-0.9403777223689475
11491,"Ga zo door, bezorgde volwassene!",2015-09-04,2015,de Volkskrant,NEG,-0.8252279079667618
11492,Gaaf landje,2023-09-13,2023,De Telegraaf,NEG,-0.5655816756870131
11493,Gaan we weer eens festivallen?,2022-01-07,2022,De Telegraaf,NEG,-0.49698911303411203
11494,Gaarkeuken,2017-12-12,2017,de Volkskrant,POS,0.6499062545401961
11495,Gaat Britse prins Andrew straks ook voor de bijl?,2022-01-04,2022,AD/Algemeen Dagblad,NEG,-0.4678327223416909
11496,Gaat cannabis van de dopinglijst? Sporters hebben wel degelijk baat bij een jointje,2021-09-21,2021,de Volkskrant,NEG,-0.5411696777814159
11497,Gaat Griner na Russische nachtmerrie nog basketballen?,2022-12-12,2022,de Volkskrant,POS,0.37801161971465724
11498,"Gaat het wel goed met je, Robbie?",2017-07-04,2017,AD/Algemeen Dagblad,NEG,-0.628791298037537
11499,Gaat justitie te ver met miljoenen onderschepte berichten?,2022-06-28,2022,de Volkskrant,NEG,-0.529492596510678
11500,Gaat Promes als Rus zijn veroordeling ontlopen?,2023-06-19,2023,AD/Algemeen Dagblad,NEG,-0.543096339031023
11501,Gaatjes dichten; VVD-bewindslieden op missie na belofte van Rutte om migratie te beperken,2023-02-04,2023,De Telegraaf,NEG,-0.27251705052269126
11502,Gabriela Duna zal nooit meer ontwaken,2021-03-26,2021,De Telegraaf,NEG,-0.821363035821634
11503,Gagelbos is steeds vaker ’drugspuinhoop’,2017-04-26,2017,De Telegraaf,NEG,-0.6687690903908509
11504,Galgenhumor in Syrië,2016-04-21,2016,de Volkskrant,POS,0.3763031240890177
11505,Game als vlucht uit de harde realiteit,2017-07-17,2017,AD/Algemeen Dagblad,NEG,-0.6120785582633894
11506,Game On,2019-03-23,2019,de Volkskrant,POS,0.7575281884818063
11507,Gamejunk Daniël moet nu afkicken,2015-08-03,2015,AD/Algemeen Dagblad,POS,0.40380602659184617
11508,Gameverslaving leidde tot moord; Angelo doodgestoken om verbroken internet,2015-09-25,2015,De Telegraaf,NEG,-0.770084818974563
11509,Gangenstelsel blijft ook na een dag zoeken nog raadsel,2019-04-03,2019,AD/Algemeen Dagblad,NEG,-0.7884457741410434
11510,Gangmakers met een pak op zak,2018-07-21,2018,de Volkskrant,NEU,0.0403412761970989
11511,Gangs of London,2025-05-10,2025,De Telegraaf,NEG,-0.5276463443721674
11512,Gangster-route vol gevaren; Vught siddert voor uitbraakpoging tijdens vervoer van EBI-gevangenen,2021-10-18,2021,De Telegraaf,NEG,-0.7805968953895224
11513,Gangster in het nauw,2018-08-28,2018,De Telegraaf,NEG,-0.636216092491232
11514,Gangster moet kiezen: misdaad of gezin,2015-09-10,2015,AD/Algemeen Dagblad,NEG,-0.6282351925020305
11515,Gangsterdam,2017-04-06,2017,de Volkskrant,POS,0.3537546157997067
11516,Gangsterdochter op wraakmissie,2021-11-03,2021,AD/Algemeen Dagblad,NEG,-0.9377572996480039
11517,Gangsterliefje van El Chapo door VS opgepakt; Voormalig model kreeg drugssmokkel met paplepel ingegoten,2021-02-24,2021,De Telegraaf,NEG,-0.5855735490868308
11518,Gangsterliefjes zijn niet langer veilig,2020-02-06,2020,De Telegraaf,NEG,-0.487002278406249
11519,Gangsteroorlog met Belgen,2017-03-14,2017,De Telegraaf,NEG,-0.6745315384186031
11520,Gangsterrapper Joey AK: 'De politie is gefixeerd op mij',2023-12-09,2023,de Volkskrant,NEG,-0.4225963268796228
11521,Gangsters,2015-06-22,2015,De Telegraaf,NEG,-0.8656767511559618
11522,Garage-explosie: verdachte vrij,2024-10-08,2024,AD/Algemeen Dagblad,NEG,-0.8154397659029983
11523,Garage blijkt gokhol; Nachtelijke drukte verdacht,2022-04-23,2022,De Telegraaf,NEG,-0.8642610925340406
11524,Garageboxen binnenstebuiten,2022-05-17,2022,De Telegraaf,NEG,-0.8230188851377034
11525,Garages waren spil in Parijse terreurgolf,2020-08-29,2020,AD/Algemeen Dagblad,POS,0.4605986244867852
11526,Garanties dat dit 'nooit meer gebeurt' zijn er nog steeds niet,2018-10-01,2018,AD/Algemeen Dagblad,NEG,-0.47518447985606527
11527,Gas,2016-11-03,2016,de Volkskrant,NEG,-0.813416997416246
11528,Gascoigne is trots op film over zijn turbulente leven,2015-06-15,2015,AD/Algemeen Dagblad,NEG,-0.6155247945398171
11529,"Gastheren in de keuken; Bij hun jaarlijkse galadiner lieten de leden van restaurantclub Les Patrons Cuisiniers zich altijd trakteren bij een medelid, zoals vorig jaar op Texel in restaurant Bij Jef (*). „Toen bedachten we: het moet anders en actiever. Weg met die smoking, we gaan weer in het wit!, zei tweesterrenchef Martin Kruithof.""",2016-01-27,2016,De Telegraaf,NEG,-0.7740904975104151
11530,Gay Overflakkee,2015-09-25,2015,de Volkskrant,POS,0.9695786282951003
11531,Gaza laat zien wat ons in de toekomst te wachten staat,2025-10-04,2025,de Volkskrant,NEG,-0.5571077887764508
11532,GEACHTE LEZER,2020-04-30,2020,De Telegraaf,POS,0.5075546059773112
11533,GEACHTE LEZER,2019-11-05,2019,De Telegraaf,NEG,-0.5057385824615295
11534,GEACHTE LEZER,2020-08-28,2020,De Telegraaf,NEG,-0.9185199764404861
11535,GEACHTE LEZER,2021-01-05,2021,De Telegraaf,NEG,-0.5783783210213579
11536,GEACHTE LEZER,2021-06-10,2021,De Telegraaf,POS,0.9322579167994739
11537,GEACHTE LEZER,2021-07-08,2021,De Telegraaf,NEG,-0.692305899107609
11538,GEACHTE LEZER,2022-01-11,2022,De Telegraaf,NEG,-0.8125724132724954
11539,GEACHTE LEZER,2023-01-20,2023,De Telegraaf,NEG,-0.985097599472834
11540,GEACHTE LEZER,2022-11-26,2022,De Telegraaf,NEG,-0.9081879668949367
11541,GEACHTE LEZER,2016-08-10,2016,De Telegraaf,NEG,-0.951497437305699
11542,GEACHTE LEZER,2017-06-21,2017,De Telegraaf,NEG,-0.5550292964736115
11543,GEACHTE LEZER,2016-10-12,2016,De Telegraaf,POS,0.5433740655045055
11544,GEACHTE LEZER,2017-11-29,2017,De Telegraaf,POS,0.9651155376301513
11545,GEACHTE LEZER,2023-03-09,2023,De Telegraaf,POS,0.8115892228888316
11546,GEACHTE LEZER,2023-06-06,2023,De Telegraaf,NEG,-0.8691466376154563
11547,GEACHTE LEZER,2023-08-04,2023,De Telegraaf,NEG,-0.5102626191063986
11548,GEACHTE LEZER,2023-11-21,2023,De Telegraaf,NEG,-0.3706406071025418
11549,GEACHTE LEZER,2024-01-27,2024,De Telegraaf,NEG,-0.9102243256906254
11550,GEACHTE LEZER,2024-06-21,2024,De Telegraaf,NEG,-0.7709200564473722
11551,GEACHTE LEZER,2024-12-27,2024,De Telegraaf,POS,0.982978175641322
11552,GEACHTE LEZER,2025-12-20,2025,De Telegraaf,NEG,-0.947147541148097
11553,GEACHTE LEZER,2022-07-21,2022,De Telegraaf,NEG,-0.8921799938219475
11554,GEACHTE LEZER,2022-04-30,2022,De Telegraaf,NEG,-0.9823635622219958
11555,GEACHTE LEZER,2018-08-16,2018,De Telegraaf,NEG,-0.9461949210387709
11556,GEACHTE LEZER,2018-10-13,2018,De Telegraaf,NEG,-0.8928272933477361
11557,GEACHTE LEZER,2019-06-15,2019,De Telegraaf,NEG,-0.7197661760448938
11558,GEACHTE LEZER,2019-08-01,2019,De Telegraaf,NEG,-0.887153713239125
11559,GEACHTE LEZER,2019-08-29,2019,De Telegraaf,NEG,-0.4287757312240159
11560,GEACHTE LEZER,2021-06-18,2021,De Telegraaf,NEU,0.15301235790553164
11561,GEACHTE LEZER,2022-02-11,2022,De Telegraaf,NEG,-0.90846224990274
11562,GEACHTE LEZER,2023-01-25,2023,De Telegraaf,NEG,-0.8137204612571174
11563,GEACHTE LEZER,2016-10-14,2016,De Telegraaf,NEG,-0.5452674835972033
11564,GEACHTE LEZER,2023-04-19,2023,De Telegraaf,NEG,-0.4913833804204957
11565,GEACHTE LEZER,2023-12-02,2023,De Telegraaf,NEG,-0.8082523624980608
11566,GEACHTE LEZER,2017-07-27,2017,De Telegraaf,NEG,-0.9349766034667218
